"site";"date";"doy";"longitude";"latitude";"pluie";"tmin";"tmax";"tmoy";"hmin";"hmax";"hmoy";"etp"
"RSH-Raste-Gre-sec";2021-04-17;107;4,96;44,21;0;4,9;13,7;9,3;40;79;60;3,7
"RSH-Raste-Gre-sec";2021-04-18;108;4,96;44,21;0;6,6;16,2;11,4;35;61;48;5,2
"RSH-Raste-Gre-sec";2021-04-19;109;4,96;44,21;0;5,2;18,7;11,9;26;70;48;4,8
"RSH-Raste-Gre-sec";2021-04-20;110;4,96;44,21;0;2,3;20,7;11,5;26;78;52;3,9
"RSH-Raste-Gre-sec";2021-04-21;111;4,96;44,21;0;6,1;18,3;12,2;42;88;65;3,1
"RSH-Raste-Gre-sec";2021-04-22;112;4,96;44,21;0;6,4;21,7;14;32;94;63;4,4
"RSH-Raste-Gre-sec";2021-04-23;113;4,96;44,21;0;5,5;23,7;14,6;26;86;56;4,6
"RSH-Raste-Gre-sec";2021-04-24;114;4,96;44,21;0;7;24,6;15,8;25;68;46;5,4
"RSH-Raste-Gre-sec";2021-04-25;115;4,96;44,21;0;7;22,4;14,7;26;77;52;3,6
"RSH-Raste-Gre-sec";2021-04-26;116;4,96;44,21;2;9,5;21,9;15,7;32;97;65;2,9
"RSH-Raste-Gre-sec";2021-04-27;117;4,96;44,21;1,6;11,5;19,7;15,6;51;93;72;2,7
"RSH-Raste-Gre-sec";2021-04-28;118;4,96;44,21;8,4;11,9;14,9;13,4;78;97;87;1
"RSH-Raste-Gre-sec";2021-04-29;119;4,96;44,21;19,1;12,1;20,5;16,3;51;98;75;2,5
"RSH-Raste-Gre-sec";2021-04-30;120;4,96;44,21;49,3;12;17,4;14,7;75;96;86;1,7
"RSH-Raste-Gre-sec";2021-05-01;121;4,96;44,21;45,4;9,8;12,1;10,9;87;98;93;0,8
"RSH-Raste-Gre-sec";2021-05-02;122;4,96;44,21;0;7,2;16,5;11,9;40;95;67;4,4
"RSH-Raste-Gre-sec";2021-05-03;123;4,96;44,21;0;5,7;20;12,8;27;86;56;4,8
"RSH-Raste-Gre-sec";2021-05-04;124;4,96;44,21;0;6,8;21,2;14;37;82;59;4,3
"RSH-Raste-Gre-sec";2021-05-06;126;4,96;44,21;0,1;4,5;21,1;12,8;45;84;65;2,3
"RSH-Raste-Gre-sec";2021-05-07;127;4,96;44,21;0;13;21,6;17,3;34;100;67;5,5
"RSH-Raste-Gre-sec";2021-05-08;128;4,96;44,21;0;5,8;25,6;15,7;36;84;60;4,5
"RSH-Raste-Gre-sec";2021-05-09;129;4,96;44,21;4,2;9,9;27,4;18,6;30;93;61;6
"RSH-Raste-Gre-sec";2021-05-10;130;4,96;44,21;25,7;15,9;19,9;17,9;35;83;59;2,9
"RSH-Raste-Gre-sec";2021-05-11;131;4,96;44,21;10,2;9,8;20,2;15;48;97;73;3,7
"RSH-Raste-Gre-sec";2021-05-12;132;4,96;44,21;0;6,8;20,7;13,7;36;94;65;4,2
"RSH-Raste-Gre-sec";2021-05-13;133;4,96;44,21;0;8,1;20,3;14,2;35;90;63;4,9
"RSH-Raste-Gre-sec";2021-05-14;134;4,96;44,21;0;8,9;19,7;14,3;36;92;64;4,5
"RSH-Raste-Gre-sec";2021-05-15;135;4,96;44,21;6,4;7,4;17,7;12,5;57;88;73;1,3
"RSH-Raste-Gre-sec";2021-05-16;136;4,96;44,21;7,3;12,7;17,3;15;80;95;87;0,8
"RSH-Raste-Gre-sec";2021-05-17;137;4,96;44,21;0;7,6;21,7;14,6;38;91;64;4,6
"RSH-Raste-Gre-sec";2021-05-18;138;4,96;44,21;0,3;9,7;19,5;14,6;34;77;56;3,5
"RSH-Raste-Gre-sec";2021-05-19;139;4,96;44,21;0;8,4;20,2;14,3;38;92;65;5,3
"RSH-Raste-Gre-sec";2021-05-20;140;4,96;44,21;0;9,6;21,7;15,7;24;80;52;5,9
"RSH-Raste-Gre-sec";2021-05-21;141;4,96;44,21;13,1;10,7;23,5;17,1;31;78;54;4,4
"RSH-Raste-Gre-sec";2021-05-22;142;4,96;44,21;0;10,6;21,9;16,2;31;93;62;4
"RSH-Raste-Gre-sec";2021-05-23;143;4,96;44,21;0;11,4;22,2;16,8;23;76;50;5,8
"RSH-Raste-Gre-sec";2021-05-24;144;4,96;44,21;0;11,1;21,1;16,1;45;81;63;3,9
"RSH-Raste-Gre-sec";2021-05-25;145;4,96;44,21;0;5,6;21,5;13,5;28;80;54;5,1
"RSH-Raste-Gre-sec";2021-05-26;146;4,96;44,21;0;8,4;25,6;17;25;81;53;5,6
"RSH-Raste-Gre-sec";2021-05-27;147;4,96;44,21;0;9,7;25,9;17,8;23;87;55;6,4
"RSH-Raste-Gre-sec";2021-05-28;148;4,96;44,21;0;11,8;27,2;19,5;29;77;53;5,6
"RSH-Raste-Gre-sec";2021-05-29;149;4,96;44,21;0;11,2;27,5;19,3;27;98;63;5,7
"RSH-Raste-Gre-sec";2021-05-30;150;4,96;44,21;0;16;26,6;21,3;32;62;47;6,4
"RSH-Raste-Gre-sec";2021-05-31;151;4,96;44,21;0;11,5;27;19,3;39;91;65;5,4
"RSH-Raste-Gre-sec";2021-06-01;152;4,96;44,21;0;9,5;26,5;18;36;93;65;4,5
"RSH-Raste-Gre-sec";2021-06-02;153;4,96;44,21;0;15,7;25,2;20,4;46;86;66;3
"RSH-Raste-Gre-sec";2021-06-03;154;4,96;44,21;0;12,3;27,7;20;37;88;63;5,5
"RSH-Raste-Gre-sec";2021-06-04;155;4,96;44,21;0,2;11,4;28,2;19,8;35;93;64;4,4
"RSH-Raste-Gre-sec";2021-06-05;156;4,96;44,21;0;14,7;27;20,9;37;94;66;6,8
"RSH-Raste-Gre-sec";2021-06-06;157;4,96;44,21;0;16,3;25,3;20,8;45;78;61;6,6
"RSH-Raste-Gre-sec";2021-06-07;158;4,96;44,21;0;16,4;26,4;21,4;47;85;66;6,6
"RSH-Raste-Gre-sec";2021-06-08;159;4,96;44,21;0;18,3;27,4;22,9;39;74;57;7,5
"RSH-Raste-Gre-sec";2021-06-09;160;4,96;44,21;0;18;29,5;23,7;34;75;54;7,7
"RSH-Raste-Gre-sec";2021-06-10;161;4,96;44,21;0;18,6;31;24,8;34;75;55;8,2
"RSH-Raste-Gre-sec";2021-06-11;162;4,96;44,21;0;16,1;32,5;24,3;29;76;53;7,3
"RSH-Raste-Gre-sec";2021-06-12;163;4,96;44,21;0;15,6;32,5;24,1;24;82;53;7,4
"RSH-Raste-Gre-sec";2021-06-13;164;4,96;44,21;0;20,9;31,8;26,4;36;69;52;9
"RSH-Raste-Gre-sec";2021-06-14;165;4,96;44,21;0;17,7;35,1;26,4;21;83;52;7,7
"RSH-Raste-Gre-sec";2021-06-15;166;4,96;44,21;0;18,5;34,1;26,3;29;65;47;7,3
"RSH-Raste-Gre-sec";2021-06-16;167;4,96;44,21;0;17,4;33,9;25,6;40;92;66;6,4
"RSH-Raste-Gre-sec";2021-06-17;168;4,96;44,21;0;19,7;31,3;25,5;37;93;65;4,6
"RSH-Raste-Gre-sec";2021-06-18;169;4,96;44,21;0;20,5;31,3;25,9;38;64;51;7,1
"RSH-Raste-Gre-sec";2021-06-19;170;4,96;44,21;0;18;30,1;24,1;46;93;70;4,7
"RSH-Raste-Gre-sec";2021-06-20;171;4,96;44,21;0,2;20,7;28,8;24,8;44;83;64;3,5
"RSH-Raste-Gre-sec";2021-06-21;172;4,96;44,21;16,1;17,7;30,9;24,3;30;95;62;7,3
"RSH-Raste-Gre-sec";2021-06-22;173;4,96;44,21;0;15,7;28,6;22,2;33;96;64;6,2
"RSH-Raste-Gre-sec";2021-06-23;174;4,96;44,21;0;14,5;28,4;21,4;39;82;60;5,9
"RSH-Raste-Gre-sec";2021-06-24;175;4,96;44,21;0,2;13,9;26,7;20,3;38;98;68;4,6
"RSH-Raste-Gre-sec";2021-06-25;176;4,96;44,21;0;15,2;25,7;20,4;35;78;56;7,3
"RSH-Raste-Gre-sec";2021-06-26;177;4,96;44,21;0;11;31;21;25;81;53;6,1
"RSH-Raste-Gre-sec";2021-06-27;178;4,96;44,21;0;16;31,4;23,7;32;81;56;6,9
"RSH-Raste-Gre-sec";2021-06-28;179;4,96;44,21;0,7;14,7;27,5;21,1;42;82;62;3,6
"RSH-Raste-Gre-sec";2021-06-29;180;4,96;44,21;0;14,3;28;21,2;29;89;59;6,1
"RSH-Raste-Gre-sec";2021-06-30;181;4,96;44,21;0;11,9;26,7;19,3;34;82;58;6,4
"RSH-Raste-Gre-sec";2021-07-01;182;4,96;44,21;0;14,5;29,3;21,9;31;81;56;6,8
"RSH-Raste-Gre-sec";2021-07-02;183;4,96;44,21;0;15,5;32;23,7;25;71;48;7,6
"RSH-Raste-Gre-sec";2021-07-03;184;4,96;44,21;0,4;17,4;30,6;24;36;72;54;5,6
"RSH-Raste-Gre-sec";2021-07-04;185;4,96;44,21;2,7;17,9;27,9;22,9;43;95;69;3,8
"RSH-Raste-Gre-sec";2021-07-05;186;4,96;44,21;0;16;32,6;24,3;31;87;59;6,7
"RSH-Raste-Gre-sec";2021-07-06;187;4,96;44,21;25;15,9;31;23,5;45;89;67;4,8
"RSH-Raste-Gre-sec";2021-07-07;188;4,96;44,21;0;17;29;23;43;97;70;6,1
"RSH-Raste-Gre-sec";2021-07-08;189;4,96;44,21;0;16,9;26;21,4;42;85;64;6,8
"RSH-Raste-Gre-sec";2021-07-09;190;4,96;44,21;0;15;27,5;21,3;36;84;60;7,1
"RSH-Raste-Gre-sec";2021-07-10;191;4,96;44,21;0;14,4;31,4;22,9;25;75;50;6,4
"RSH-Raste-Gre-sec";2021-07-11;192;4,96;44,21;0,7;17,7;30,8;24,2;29;81;55;7,6
"RSH-Raste-Gre-sec";2021-07-12;193;4,96;44,21;5,4;18,4;31,1;24,8;34;83;58;7
"RSH-Raste-Gre-sec";2021-07-13;194;4,96;44,21;0,7;13,1;23,6;18,4;53;91;72;5,2
"RSH-Raste-Gre-sec";2021-07-14;195;4,96;44,21;0;10;23,5;16,8;51;95;73;3,3
"RSH-Raste-Gre-sec";2021-07-15;196;4,96;44,21;0;14,5;25,2;19,9;47;87;67;5,4
"RSH-Raste-Gre-sec";2021-07-16;197;4,96;44,21;0;18,2;25,7;22;48;83;65;6,7
"RSH-Raste-Gre-sec";2021-07-17;198;4,96;44,21;0;18,2;27;22,6;51;80;65;6,8
"RSH-Raste-Gre-sec";2021-07-18;199;4,96;44,21;0;19,7;31,9;25,8;42;79;61;8,1
"RSH-Raste-Gre-sec";2021-07-19;200;4,96;44,21;0;20,9;32,9;26,9;38;72;55;7,9
"RSH-Raste-Gre-sec";2021-07-20;201;4,96;44,21;0;20,4;34;27,2;27;72;49;7,3
"RSH-Raste-Gre-sec";2021-07-21;202;4,96;44,21;0;20,8;34,6;27,7;24;75;49;7,7
"RSH-Raste-Gre-sec";2021-07-22;203;4,96;44,21;0;20,5;35;27,7;22;63;43;7,9
"RSH-Raste-Gre-sec";2021-07-23;204;4,96;44,21;0;18,7;35,5;27,1;28;91;59;7,7
"RSH-Raste-Gre-sec";2021-07-24;205;4,96;44,21;0;17;32,8;24,9;31;78;55;5,8
"RSH-Raste-Gre-sec";2021-07-25;206;4,96;44,21;0;19,5;32,8;26,2;27;86;56;7,1
"RSH-Raste-Gre-sec";2021-07-26;207;4,96;44,21;0;20,9;31,8;26,4;30;66;48;7,7
"RSH-Raste-Gre-sec";2021-07-27;208;4,96;44,21;3,1;18,1;32,5;25,3;31;67;49;6,8
"RSH-Raste-Gre-sec";2021-07-28;209;4,96;44,21;0,6;18,3;30,2;24,2;41;93;67;5,3
"RSH-Raste-Gre-sec";2021-07-29;210;4,96;44,21;0,1;17,8;34;25,9;26;79;53;6,7
"RSH-Raste-Gre-sec";2021-07-30;211;4,96;44,21;1,5;18,9;32,8;25,8;44;91;67;5,6
"RSH-Raste-Gre-sec";2021-07-31;212;4,96;44,21;1,6;19,6;28,4;24;45;78;62;5,9
"RSH-Raste-Gre-sec";2021-08-01;213;4,96;44,21;0;15,6;26,9;21,3;35;82;58;7
"RSH-Raste-Gre-sec";2021-08-02;214;4,96;44,21;0;14,7;27,9;21,3;29;83;56;6,6
"RSH-Raste-Gre-sec";2021-08-03;215;4,96;44,21;1;13,9;29,8;21,9;30;68;49;4,9
"RSH-Raste-Gre-sec";2021-08-04;216;4,96;44,21;8;17,2;21,6;19,4;76;95;86;1,1
"RSH-Raste-Gre-sec";2021-08-05;217;4,96;44,21;0;15,9;28,3;22,1;35;99;67;5,2
"RSH-Raste-Gre-sec";2021-08-06;218;4,96;44,21;0;17,9;30;23,9;30;89;59;6
"RSH-Raste-Gre-sec";2021-08-07;219;4,96;44,21;24,2;16,7;25,2;20,9;66;88;77;1,3
"RSH-Raste-Gre-sec";2021-08-08;220;4,96;44,21;0;13,3;26,5;19,9;36;98;67;5,3
"RSH-Raste-Gre-sec";2021-08-09;221;4,96;44,21;0;12,8;31,9;22,3;23;73;48;5,9
"RSH-Raste-Gre-sec";2021-08-10;222;4,96;44,21;2,1;18;34,3;26,1;32;71;51;6,4
"RSH-Raste-Gre-sec";2021-08-11;223;4,96;44,21;0;16;36,2;26,1;27;95;61;6
"RSH-Raste-Gre-sec";2021-08-12;224;4,96;44,21;0;19,5;35,1;27,3;31;84;58;6,7
"RSH-Raste-Gre-sec";2021-08-13;225;4,96;44,21;0;19;37,3;28,1;29;87;58;5,9
"RSH-Raste-Gre-sec";2021-08-14;226;4,96;44,21;0;20,7;37,4;29,1;28;79;54;7
"RSH-Roque-Gre-sec";2021-01-01;1;4,76;44,03;0,1;4,9;7,6;6,2;64;97;81;1,2
"RSH-Roque-Gre-sec";2021-01-02;2;4,76;44,03;1;3,3;4,7;4;72;81;76;1,4
"RSH-Roque-Gre-sec";2021-01-03;3;4,76;44,03;0;2,4;5,1;3,8;69;76;72;1,4
"RSH-Roque-Gre-sec";2021-01-04;4;4,76;44,03;4,3;1,5;2,5;2;79;82;80;0,4
"RSH-Roque-Gre-sec";2021-01-05;5;4,76;44,03;0;-1,4;5,7;2,1;68;97;83;0,7
"RSH-Roque-Gre-sec";2021-01-06;6;4,76;44,03;0;0,9;5,2;3;55;79;67;1,5
"RSH-Roque-Gre-sec";2021-01-07;7;4,76;44,03;0;-4,5;5,9;0,7;59;90;75;0,7
"RSH-Roque-Gre-sec";2021-01-08;8;4,76;44,03;0;0,8;6,1;3,5;56;83;70;1,5
"RSH-Roque-Gre-sec";2021-01-09;9;4,76;44,03;0;1,2;5,2;3,2;60;77;68;1,7
"RSH-Roque-Gre-sec";2021-01-10;10;4,76;44,03;0;1,4;3,3;2,4;61;73;67;1,6
"RSH-Roque-Gre-sec";2021-01-11;11;4,76;44,03;0;0,4;3,9;2,1;53;71;62;1,9
"RSH-Roque-Gre-sec";2021-01-12;12;4,76;44,03;0;-0,3;10,1;4,9;58;74;66;1,7
"RSH-Roque-Gre-sec";2021-01-13;13;4,76;44,03;0;0,5;14,7;7,6;64;92;78;0,9
"RSH-Roque-Gre-sec";2021-01-14;14;4,76;44,03;0;6,2;13,8;10;55;91;73;2,1
"RSH-Roque-Gre-sec";2021-01-15;15;4,76;44,03;0;2,5;10,5;6,5;64;89;76;1,6
"RSH-Roque-Gre-sec";2021-01-16;16;4,76;44,03;0;1,3;6,3;3,8;46;74;60;1,8
"RSH-Roque-Gre-sec";2021-01-17;17;4,76;44,03;0;0,6;10,9;5,8;54;93;73;1,5
"RSH-Roque-Gre-sec";2021-01-18;18;4,76;44,03;0;3,5;9,5;6,5;47;81;64;2,2
"RSH-Roque-Gre-sec";2021-01-19;19;4,76;44,03;0;-4,6;12;3,7;41;95;68;1
"RSH-Roque-Gre-sec";2021-01-20;20;4,76;44,03;4,4;0,2;13,5;6,9;61;93;77;0,2
"RSH-Roque-Gre-sec";2021-01-21;21;4,76;44,03;0;9,7;14,7;12,2;69;92;81;1,5
"RSH-Roque-Gre-sec";2021-01-22;22;4,76;44,03;3,2;8,2;14,5;11,4;55;90;72;1,5
"RSH-Roque-Gre-sec";2021-01-23;23;4,76;44,03;2,1;0,7;11,9;6,3;55;85;70;0,9
"RSH-Roque-Gre-sec";2021-01-24;24;4,76;44,03;0;4,5;10,4;7,5;46;96;71;1,9
"RSH-Roque-Gre-sec";2021-01-25;25;4,76;44,03;0;1,3;9,6;5,5;41;93;67;1,3
"RSH-Roque-Gre-sec";2021-01-26;26;4,76;44,03;0,6;0,8;7,8;4,3;38;75;56;2,2
"RSH-Roque-Gre-sec";2021-01-27;27;4,76;44,03;0,2;1,4;12,9;7,1;55;85;70;1,7
"RSH-Roque-Gre-sec";2021-01-28;28;4,76;44,03;0;3,1;17,5;10,3;56;94;75;1
"RSH-Roque-Gre-sec";2021-01-29;29;4,76;44,03;0;8,1;18;13;40;96;68;2,7
"RSH-Roque-Gre-sec";2021-01-30;30;4,76;44,03;7;2,8;7,6;5,2;70;94;82;0,2
"RSH-Roque-Gre-sec";2021-01-31;31;4,76;44,03;0,6;0,1;15,5;7,8;57;100;78;1
"RSH-Roque-Gre-sec";2021-02-01;32;4,76;44,03;0;6,8;14,4;10,6;74;100;87;0,7
"RSH-Roque-Gre-sec";2021-02-02;33;4,76;44,03;0;5,1;14,3;9,7;77;99;88;0,4
"RSH-Roque-Gre-sec";2021-02-03;34;4,76;44,03;0;3,5;18;10,8;64;100;82;0,9
"RSH-Roque-Gre-sec";2021-02-04;35;4,76;44,03;0;4,9;14,4;9,6;81;99;90;0,4
"RSH-Roque-Gre-sec";2021-02-05;36;4,76;44,03;0;7,2;16,2;11,7;65;98;81;0,9
"RSH-Roque-Gre-sec";2021-02-06;37;4,76;44,03;12,5;6,6;17,5;12,1;56;99;78;1,5
"RSH-Roque-Gre-sec";2021-02-07;38;4,76;44,03;1,6;7,9;11,9;9,9;65;98;82;0,9
"RSH-Roque-Gre-sec";2021-02-08;39;4,76;44,03;5,6;0;11,5;5,8;63;98;80;0,6
"RSH-Roque-Gre-sec";2021-02-09;40;4,76;44,03;3,5;5,3;12,9;9,1;64;98;81;1,1
"RSH-Roque-Gre-sec";2021-02-10;41;4,76;44,03;0;4,5;15,6;10,1;42;96;69;2,1
"RSH-Roque-Gre-sec";2021-02-11;42;4,76;44,03;0;2,3;9,5;5,9;50;83;66;2,1
"RSH-Roque-Gre-sec";2021-02-12;43;4,76;44,03;2,5;1,8;5;3,4;72;80;76;0,7
"RSH-Roque-Gre-sec";2021-02-13;44;4,76;44,03;0;0,6;5,8;3,2;54;94;74;2
"RSH-Roque-Gre-sec";2021-02-14;45;4,76;44,03;0;-2,3;6,4;2;52;77;64;0,7
"RSH-Roque-Gre-sec";2021-02-15;46;4,76;44,03;0,1;-3,3;11,5;4,1;42;100;71;1
"RSH-Roque-Gre-sec";2021-02-16;47;4,76;44,03;0;6,2;10,9;8,6;82;95;88;0,3
"RSH-Roque-Gre-sec";2021-02-17;48;4,76;44,03;0;4,9;17,9;11,4;49;99;74;2,1
"RSH-Roque-Gre-sec";2021-02-18;49;4,76;44,03;0;2;12,1;7,1;82;99;91;0
"RSH-Roque-Gre-sec";2021-02-19;50;4,76;44,03;0;7,2;15,1;11,1;66;92;79;0,9
"RSH-Roque-Gre-sec";2021-02-20;51;4,76;44,03;0;9,4;17,3;13,4;55;86;71;2,6
"RSH-Roque-Gre-sec";2021-02-21;52;4,76;44,03;0;4,4;19,3;11,9;39;98;69;2,9
"RSH-Roque-Gre-sec";2021-02-22;53;4,76;44,03;3,7;11,9;15,6;13,8;41;61;51;2,2
"RSH-Roque-Gre-sec";2021-02-23;54;4,76;44,03;0;7,8;18,6;13,2;58;95;76;2
"RSH-Roque-Gre-sec";2021-02-24;55;4,76;44,03;0;5,4;18,1;11,7;60;99;80;1,7
"RSH-Roque-Gre-sec";2021-02-25;56;4,76;44,03;0;4,9;14,4;9,7;65;99;82;1,3
"RSH-Roque-Gre-sec";2021-02-26;57;4,76;44,03;0;3,2;19,5;11,4;39;100;70;2,3
"RSH-Roque-Gre-sec";2021-02-27;58;4,76;44,03;0;8,6;12,8;10,7;59;78;69;3,1
"RSH-Roque-Gre-sec";2021-02-28;59;4,76;44,03;0;5,9;17,4;11,6;49;76;63;2,7
"RSH-Roque-Gre-sec";2021-03-01;60;4,76;44,03;0;-0,1;18,1;9;32;99;65;1,9
"RSH-Roque-Gre-sec";2021-03-02;61;4,76;44,03;0;-0,6;14,8;7,1;47;100;73;0,9
"RSH-Roque-Gre-sec";2021-03-03;62;4,76;44,03;0;2,6;13,3;7,9;58;100;79;0,9
"RSH-Roque-Gre-sec";2021-03-04;63;4,76;44,03;0;3,2;14,7;9;64;98;81;1
"RSH-Roque-Gre-sec";2021-03-05;64;4,76;44,03;0;7;17,4;12,2;39;99;69;3,3
"RSH-Roque-Gre-sec";2021-03-06;65;4,76;44,03;7,5;6,3;15,2;10,7;56;77;66;1,7
"RSH-Roque-Gre-sec";2021-03-07;66;4,76;44,03;0;5,5;15,4;10,5;55;99;77;1,6
"RSH-Roque-Gre-sec";2021-03-08;67;4,76;44,03;0;6,8;15,6;11,2;44;94;69;3,2
"RSH-Roque-Gre-sec";2021-03-09;68;4,76;44,03;0;6,1;14,5;10,3;33;63;48;4,2
"RSH-Roque-Gre-sec";2021-03-10;69;4,76;44,03;0;5,4;16,5;10,9;24;66;45;3,9
"RSH-Roque-Gre-sec";2021-03-11;70;4,76;44,03;0;2,7;17,5;10,1;50;93;71;1,6
"RSH-Roque-Gre-sec";2021-03-12;71;4,76;44,03;0;8,6;16,9;12,7;34;94;64;3,5
"RSH-Roque-Gre-sec";2021-03-13;72;4,76;44,03;0;1,9;17,7;9,8;34;89;62;2,5
"RSH-Roque-Gre-sec";2021-03-14;73;4,76;44,03;0;7,5;14,7;11,1;28;76;52;4,2
"RSH-Roque-Gre-sec";2021-03-15;74;4,76;44,03;0;3,5;16,2;9,8;43;65;54;2,8
"RSH-Roque-Gre-sec";2021-03-16;75;4,76;44,03;0;7;13,5;10,2;35;80;57;4,4
"RSH-Roque-Gre-sec";2021-03-17;76;4,76;44,03;0;5,3;12,9;9,1;49;85;67;3
"RSH-Roque-Gre-sec";2021-03-18;77;4,76;44,03;0;5;10,5;7,7;36;78;57;3,8
"RSH-Roque-Gre-sec";2021-03-19;78;4,76;44,03;0;3,7;10,6;7,2;42;76;59;2,6
"RSH-Roque-Gre-sec";2021-03-20;79;4,76;44,03;0;2,6;10,9;6,8;35;73;54;3,9
"RSH-Roque-Gre-sec";2021-03-21;80;4,76;44,03;0;3,2;13,2;8,2;31;53;42;4,6
"RSH-Roque-Gre-sec";2021-03-22;81;4,76;44,03;0;6,8;13,5;10,2;38;68;53;4,9
"RSH-Roque-Gre-sec";2021-03-23;82;4,76;44,03;0;4,9;16,8;10,9;27;65;46;4,4
"RSH-Roque-Gre-sec";2021-03-24;83;4,76;44,03;0;2,4;21,2;11,8;20;78;49;3,9
"RSH-Roque-Gre-sec";2021-03-25;84;4,76;44,03;0;1,4;22,4;11,9;26;99;63;3,4
"RSH-Roque-Gre-sec";2021-03-26;85;4,76;44,03;1,2;2,4;16,3;9,3;65;99;82;0,6
"RSH-Roque-Gre-sec";2021-03-27;86;4,76;44,03;0;7,2;17,4;12,3;28;99;64;4,2
"RSH-Roque-Gre-sec";2021-03-28;87;4,76;44,03;0;5,1;20,8;13;35;73;54;3,5
"RSH-Roque-Gre-sec";2021-03-29;88;4,76;44,03;0;2,2;22,2;12,2;36;100;68;3,1
"RSH-Roque-Gre-sec";2021-03-30;89;4,76;44,03;0;3,7;24;13,9;34;100;67;3,5
"RSH-Roque-Gre-sec";2021-03-31;90;4,76;44,03;0;4,1;23,7;13,9;25;99;62;3,9
"RSH-Roque-Gre-sec";2021-04-01;91;4,76;44,03;0;2,4;22,7;12,6;22;94;58;3,7
"RSH-Roque-Gre-sec";2021-04-02;92;4,76;44,03;0;1,7;25,5;13,6;27;96;62;3,8
"RSH-Roque-Gre-sec";2021-04-03;93;4,76;44,03;0;9,6;17,5;13,6;34;63;49;6,2
"RSH-Roque-Gre-sec";2021-04-04;94;4,76;44,03;0;7,9;18,5;13,2;25;53;39;5,5
"RSH-Roque-Gre-sec";2021-04-05;95;4,76;44,03;0;5,6;22;13,8;25;65;45;4,6
"RSH-Roque-Gre-sec";2021-04-06;96;4,76;44,03;0;5,2;11,2;8,2;22;67;45;5,2
"RSH-Roque-Gre-sec";2021-04-07;97;4,76;44,03;0;1,7;11,2;6,4;16;67;42;4,7
"RSH-Roque-Gre-sec";2021-04-08;98;4,76;44,03;0;-1,7;17,1;7,7;19;68;43;3,3
"RSH-Roque-Gre-sec";2021-04-09;99;4,76;44,03;0;4;16,9;10,5;45;87;66;2,7
"RSH-Roque-Gre-sec";2021-04-10;100;4,76;44,03;0,3;10,3;14,4;12,4;42;74;58;1,8
"RSH-Roque-Gre-sec";2021-04-11;101;4,76;44,03;24,4;6,5;15,3;10,9;75;100;88;0,9
"RSH-Roque-Gre-sec";2021-04-12;102;4,76;44,03;0;5,2;12,3;8,7;35;93;64;4,3
"RSH-Roque-Gre-sec";2021-04-13;103;4,76;44,03;0;6,2;15,1;10,7;26;55;41;5,9
"RSH-Roque-Gre-sec";2021-04-14;104;4,76;44,03;0;5,2;16,6;10,9;26;67;47;5,1
"RSH-Roque-Gre-sec";2021-04-15;105;4,76;44,03;0;4,4;15,5;9,9;22;62;42;5
"RSH-Roque-Gre-sec";2021-04-16;106;4,76;44,03;0,5;4,5;14,6;9,6;27;58;43;4,5
"RSH-Roque-Gre-sec";2021-04-17;107;4,76;44,03;0;5,6;14,4;10;37;78;58;4
"RSH-Roque-Gre-sec";2021-04-18;108;4,76;44,03;0;7,6;17,1;12,3;34;64;49;5,4
"RSH-Roque-Gre-sec";2021-04-19;109;4,76;44,03;0;7;19,6;13,3;23;68;46;5,2
"RSH-Roque-Gre-sec";2021-04-20;110;4,76;44,03;0;2;21;11,5;29;88;58;3,4
"RSH-Roque-Gre-sec";2021-04-21;111;4,76;44,03;0;6,7;18,3;12,5;44;93;69;2,2
"RSH-Roque-Gre-sec";2021-04-22;112;4,76;44,03;0;4,4;22,6;13,5;30;100;65;3,7
"RSH-Roque-Gre-sec";2021-04-23;113;4,76;44,03;0;5;23,7;14,4;29;100;64;4,2
"RSH-Roque-Gre-sec";2021-04-24;114;4,76;44,03;0;5,3;24,1;14,7;30;99;65;4,5
"RSH-Roque-Gre-sec";2021-04-25;115;4,76;44,03;0;5,5;22,2;13,8;32;99;65;2,7
"RSH-Roque-Gre-sec";2021-04-26;116;4,76;44,03;2,1;9,3;21,7;15,5;29;90;60;3
"RSH-Roque-Gre-sec";2021-04-27;117;4,76;44,03;2,4;11,8;20,1;15,9;53;97;75;2,8
"RSH-Roque-Gre-sec";2021-04-28;118;4,76;44,03;6,8;12,7;15,9;14,3;78;96;87;1,1
"RSH-Roque-Gre-sec";2021-04-29;119;4,76;44,03;13,6;12,6;21;16,8;51;98;74;3,2
"RSH-Roque-Gre-sec";2021-04-30;120;4,76;44,03;29;11,7;17,1;14,4;75;95;85;1,9
"RSH-Roque-Gre-sec";2021-05-01;121;4,76;44,03;22,7;9,8;11;10,4;83;97;90;0,6
"RSH-Roque-Gre-sec";2021-05-02;122;4,76;44,03;0;6,7;17,5;12,1;38;92;65;4,3
"RSH-Roque-Gre-sec";2021-05-03;123;4,76;44,03;0;5,9;21,2;13,6;20;79;50;5
"RSH-Roque-Gre-sec";2021-05-04;124;4,76;44,03;0;3,5;21,4;12,5;39;100;69;3,4
"RSH-Roque-Gre-sec";2021-05-05;125;4,76;44,03;0,2;12,2;21,2;16,7;39;92;66;4,9
"RSH-Roque-Gre-sec";2021-05-06;126;4,76;44,03;0;5,9;22,2;14,1;47;96;72;2,6
